Report,Timeframe,Period,Prior Year Week Ending,Current Year Week Ending,Geography,Variety,Volume Prior Year,Volume Current Year,Volume Variance,Price per Volume Prior Year,Price per Volume Current Year,Price per Volume Variance,Units Prior Year,Units Current Year,Unit Variance,Price per Unit Prior Year,Price per Unit Current Year,Price per Unit Variance,Dollars Prior Year,Dollars Current Year,Dollar Variance
Produce,Last 04 Wks,3.0,2020/03/29,2021/03/28,Total U.S.,Pomegranates,277938.347,527526.8411,0.898,7.4945,8.5965,0.147,496913.0,1041827.612,1.0966,4.1919,4.3528,0.0384,2083016.23,4534859.75,1.1771
Produce,Last 04 Wks,3.0,2020/03/29,2021/03/28,Total U.S.,Tangelos,3260505.911,2484895.493,-0.2379,1.4988,1.4692,-0.0197,2448399.218,1730556.494,-0.2932,1.996,2.1096,0.057,4886906.823,3650867.409,-0.2529
Produce,Last 04 Wks,3.0,2020/03/29,2021/03/28,Total U.S.,Tangerines,169221804.6,145403936.3,-0.1407,1.3827,1.3816,-0.0008,55692597.71,47236348.04,-0.1518,4.2014,4.2528,0.0122,233988834.9,200888518.1,-0.1415
Produce,Last 04 Wks,3.0,2020/03/29,2021/03/28,Total U.S.,Variety,12605200.22,15795775.12,0.2531,4.0926,4.2569,0.0401,10343148.44,13168761.38,0.2732,4.9877,5.1061,0.0237,51588618.54,67240358.14,0.3034
Produce,Last 04 Wks,4.0,2020/04/26,2021/04/25,Total U.S.,Total Store with Perimeter,0.0,0.0,0.0,0.0,0.0,0.0,21225612736.0,19736250555.0,-0.0702,3.54,3.7171,0.05,75138955747.0,73361409076.0,-0.0237
Produce,Last 04 Wks,4.0,2020/04/26,2021/04/25,Total U.S.,Produce Department,3740184980.0,3396470730.0,-0.0919,1.5751,1.7017,0.0804,2593075014.0,2453485782.0,-0.0538,2.2719,2.3558,0.0369,5891132733.0,5779892289.0,-0.0189
Produce,Last 04 Wks,4.0,2020/04/26,2021/04/25,Total U.S.,Vegetable Aisle,1845294073.0,1584420734.0,-0.1414,1.6883,1.8286,0.0831,1487710716.0,1368841766.0,-0.0799,2.0942,2.1166,0.0107,3115491644.0,2897291747.0,-0.07
Produce,Last 04 Wks,4.0,2020/04/26,2021/04/25,Total U.S.,Fruit Aisle,1864353927.0,1783866230.0,-0.0432,1.4462,1.5638,0.0814,1052296170.0,1031753043.0,-0.0195,2.5622,2.7038,0.0553,2696170539.0,2789675988.0,0.0347
Produce,Last 04 Wks,4.0,2020/04/26,2021/04/25,Total U.S.,Blackberries,9867585.759,8153814.267,-0.1737,6.3868,7.8238,0.225,22328767.95,17551289.52,-0.214,2.8225,3.6347,0.2878,63022085.09,63793941.52,0.0122
Produce,Last 04 Wks,4.0,2020/04/26,2021/04/25,Total U.S.,Blueberries,32681571.17,32756491.88,0.0023,5.6549,5.9997,0.061,47733541.98,47479738.48,-0.0053,3.8717,4.1392,0.0691,184810461.6,196528270.7,0.0634
Produce,Last 04 Wks,4.0,2020/04/26,2021/04/25,Total U.S.,Raspberries,14392167.88,12454736.57,-0.1346,6.7969,8.181,0.2037,33399240.09,27573201.15,-0.1744,2.9289,3.6954,0.2617,97821534.28,101892760.0,0.0416
Produce,Last 04 Wks,4.0,2020/04/26,2021/04/25,Total U.S.,Strawberries,116618666.0,111655269.9,-0.0426,2.7015,2.9377,0.0875,103172938.9,96413683.86,-0.0655,3.0535,3.4021,0.1142,315040128.9,328010005.5,0.0412
Produce,Last 04 Wks,4.0,2020/04/26,2021/04/25,Total U.S.,Apples,212900422.3,193405098.3,-0.0916,1.6003,1.7541,0.0961,96467997.67,91679002.43,-0.0496,3.5318,3.7005,0.0478,340707618.1,339255673.9,-0.0043
Produce,Last 04 Wks,4.0,2020/04/26,2021/04/25,Total U.S.,Apricots,17085.1207,27159.1694,0.5896,4.4979,4.1522,-0.0768,22500.2251,34927.1149,0.5523,3.4154,3.2288,-0.0546,76846.8022,112771.3545,0.4675
Produce,Last 04 Wks,4.0,2020/04/26,2021/04/25,Total U.S.,Avocados,89614441.33,87785069.69,-0.0204,2.6158,2.4847,-0.0501,113033732.9,105223531.2,-0.0691,2.0739,2.0729,-0.0005,234416324.8,218119165.1,-0.0695
Produce,Last 04 Wks,4.0,2020/04/26,2021/04/25,Total U.S.,Bananas,523604513.0,490462193.4,-0.0633,0.536,0.5475,0.0214,263000983.4,251974371.2,-0.0419,1.0672,1.0657,-0.0014,280665762.2,268517769.0,-0.0433
Produce,Last 04 Wks,4.0,2020/04/26,2021/04/25,Total U.S.,Cherries,43165.3671,53735.3833,0.2449,5.3194,5.6047,0.0536,49641.8213,60101.9306,0.2107,4.6255,5.011,0.0834,229615.8618,301171.8193,0.3116
